1,8973
2,35324
3,7311
4,3730
5,2829
6,2190
7,2300
8,3520
9,1999
10,1496
11,1291
12,1238
13,1320
14,1492
15,2679
16,1434
17,1060
18,1078
19,919
20,1002
21,1129
22,1942
23,1070
24,931
25,855
26,858
27,896
28,1121
29,2416
30,1157
31,934
32,862
33,834
34,882
35,962
36,1831
37,964
38,762
39,714
40,703
41,733
42,864
43,1579
44,860
45,671
46,594
47,686
48,666
49,766
50,1224
51,750
52,666
53,571
54,557
55,616
56,750
57,1334
58,765
59,604
60,550
61,567
62,615
63,829
64,1416
65,797
66,548
67,573
68,584
69,530
70,709
71,1033
72,686
73,449
74,492
75,488
76,516
77,612
78,972
79,613
80,474
81,490
82,478
83,495
84,590
85,1029
86,658
87,521
88,461
89,529
90,574
91,771
92,1446
93,859
94,556
95,515
96,517
97,522
98,648
99,1050
100,652
101,433
102,446
103,418
104,473
105,562
106,839
107,496
108,416
109,386
110,385
111,391
112,524
113,700
114,541
115,359
116,353
117,368
118,375
119,456
120,785
121,511
122,375
123,415
124,374
125,396
126,488
127,741
128,467
129,383
130,368
131,363
132,373
133,428
134,640
135,417
136,341
137,284
138,341
139,329
140,422
141,650
142,412
143,328
144,301
145,307
146,300
147,427
148,514
149,425
150,297
151,320
152,329
153,343
154,394
155,528
156,370
157,291
158,266
159,288
160,289
161,363
162,495
163,342
164,254
165,277
166,266
167,287
168,350
169,528
170,345
171,263
172,244
173,224
174,265
175,364
176,490
177,351
178,270
179,241
180,255
181,297
182,322
183,539
184,340
185,296
186,247
187,247
188,250
189,328
190,478
191,355
192,250
193,216
194,233
195,233
196,295
197,401
198,293
199,224
200,230
201,227
202,194
203,264
204,393
205,298
206,213
207,211
208,196
209,213
210,293
211,377
212,266
213,219
214,204
215,231
216,203
217,227
218,361
219,229
220,202
221,207
222,194
223,170
224,271
225,342
226,243
227,157
228,187
229,187
230,185
231,236
232,311
233,234
234,176
235,142
236,196
237,174
238,230
239,278
240,184
241,161
242,166
243,169
244,158
245,209
246,301
247,187
248,173
249,152
250,138
251,158
252,199
253,273
254,202
255,163
256,152
257,156
258,170
259,187
260,247
261,211
262,138
263,129
264,145
265,155
266,189
267,254
268,170
269,135
270,144
271,130
272,152
273,165
274,233
275,180
276,145
277,146
278,145
279,142
280,163
281,252
282,175
283,118
284,126
285,160
286,156
287,190
288,214
289,153
290,108
291,137
292,121
293,114
294,164
295,208
296,149
297,117
298,115
299,122
300,127
301,178
302,210
303,161
304,124
305,106
306,144
307,114
308,138
309,202
310,156
311,140
312,123
313,118
314,122
