1,15
2,13
3,13
4,4
5,8
6,3
7,10
8,21
9,6
10,9
11,8
12,7
13,8
14,15
15,18
16,18
17,12
18,6
19,6
20,10
21,11
22,16
23,7
24,7
25,6
26,10
27,8
28,21
29,32
30,18
31,20
32,21
33,18
34,14
35,21
36,31
37,22
38,9
39,12
40,9
41,19
42,21
43,24
44,22
45,8
46,16
47,12
48,21
49,18
50,29
51,23
52,5
53,9
54,12
55,18
56,19
57,51
58,27
59,13
60,12
61,17
62,20
63,28
64,46
65,21
66,20
67,31
68,19
69,25
70,42
71,40
72,30
73,10
74,17
75,18
76,17
77,19
78,48
79,12
80,12
81,18
82,21
83,20
84,22
85,40
86,18
87,24
88,19
89,10
90,24
91,26
92,53
93,39
94,31
95,23
96,7
97,23
98,37
99,63
100,33
101,22
102,22
103,22
104,13
105,22
106,43
107,23
108,20
109,15
110,17
111,20
112,30
113,41
114,22
115,17
116,19
117,9
118,17
119,21
120,34
121,28
122,18
123,12
124,16
125,18
126,30
127,45
128,29
129,23
130,23
131,12
132,15
133,20
134,44
135,31
136,15
137,21
138,19
139,20
140,11
141,39
142,22
143,15
144,15
145,8
146,15
147,11
148,33
149,22
150,8
151,17
152,13
153,15
154,23
155,32
156,11
157,19
158,14
159,15
160,17
161,16
162,25
163,19
164,9
165,13
166,8
167,18
168,13
169,29
170,18
171,13
172,8
173,8
174,6
175,13
176,23
177,17
178,13
179,12
180,8
181,7
182,21
183,22
184,13
185,17
186,9
187,13
188,12
189,23
190,25
191,17
192,16
193,9
194,8
195,9
196,15
197,20
198,11
199,9
200,10
201,5
202,9
203,15
204,20
205,8
206,10
207,7
208,12
209,6
210,16
211,28
212,12
213,10
214,7
215,8
216,6
217,14
218,17
219,17
220,9
221,13
222,8
223,7
224,17
225,19
226,10
227,8
228,5
229,6
230,3
231,12
232,16
233,14
234,4
235,5
236,8
237,10
238,10
239,22
240,13
241,13
242,5
243,7
244,7
245,9
246,9
247,10
248,7
249,2
250,4
251,11
252,9
253,16
254,5
255,5
256,10
257,2
258,7
259,9
260,16
261,14
262,2
263,4
264,5
265,3
266,7
267,17
268,9
269,3
270,4
271,5
272,3
273,7
274,11
275,18
276,7
277,4
278,8
279,7
280,11
281,12
282,13
283,3
284,6
285,6
286,2
287,3
288,10
289,12
290,8
291,3
292,6
293,1
294,5
295,18
296,10
297,8
298,6
299,3
300,4
301,11
302,12
303,6
304,6
305,6
306,9
307,5
308,9
309,7
310,7
311,6
312,4
313,9
314,8
315,4
316,11
317,6
318,3
319,1
320,4
322,8
323,11
324,3
325,5
326,5
327,2
328,3
329,8
330,9
331,5
332,4
333,3
334,5
335,2
336,1
337,15
338,8
339,5
340,3
341,3
342,4
343,6
344,12
345,5
346,3
347,5
348,3
349,4
350,5
351,13
352,5
353,8
354,6
355,5
357,3
358,8
359,3
360,4
361,6
362,4
363,3
364,5
365,10
366,3
367,2
368,2
369,3
370,5
371,6
372,9
373,4
374,7
375,5
376,5
377,8
378,3
379,7
380,6
381,8
382,7
383,4
384,2
385,5
386,10
387,5
388,1
389,4
390,2
391,3
392,4
393,7
394,3
395,2
396,1
397,4
398,6
399,3
400,13
401,2
402,4
403,9
404,3
405,3
406,5
407,4
408,5
409,4
410,2
411,2
412,4
413,4
414,3
415,3
416,5
417,6
418,6
419,6
420,2
421,6
422,5
423,4
424,6
425,8
426,3
427,4
428,5
429,5
430,1
431,6
432,2
433,5
434,3
435,3
436,1
437,3
438,2
439,1
441,5
442,8
443,3
444,1
445,4
446,4
447,3
448,1
449,5
450,3
451,2
453,3
2129,1
455,5
456,2
457,3
459,2
460,2
461,2
462,7
463,4
464,4
465,2
466,2
468,1
469,3
471,3
472,1
473,3
474,3
475,1
476,3
477,6
478,2
479,3
480,2
481,1
482,1
483,2
484,4
486,3
487,3
488,2
490,4
491,3
492,2
493,2
494,1
495,3
496,1
497,2
498,5
499,2
500,1
501,2
502,2
503,3
504,5
505,6
506,3
507,2
508,1
509,1
510,1
511,5
512,2
513,2
516,1
517,1
518,1
519,4
520,3
522,1
523,1
524,1
525,4
526,3
527,3
528,2
529,2
530,2
531,3
532,2
533,3
534,2
536,2
538,3
539,1
540,6
541,1
542,3
543,1
544,2
545,2
546,4
547,2
548,2
549,3
550,2
551,2
552,3
553,3
554,8
555,3
557,3
559,2
560,2
561,2
562,4
563,2
565,2
566,2
567,1
568,4
569,1
570,2
571,2
2826,1
574,5
575,3
576,2
577,1
578,1
579,1
580,2
581,3
582,1
583,2
584,1
586,1
588,3
589,1
590,1
591,2
592,2
593,1
595,4
596,3
597,2
598,1
599,1
600,2
601,2
602,4
603,1
604,3
605,2
607,1
608,2
609,4
610,1
611,1
613,2
615,2
616,1
617,4
619,2
620,2
622,1
623,3
624,4
626,1
627,2
628,4
629,1
630,1
631,2
632,1
633,6
634,2
635,1
636,1
638,1
641,2
642,3
644,2
645,5
646,2
647,1
648,1
649,1
650,1
651,2
652,4
654,1
655,1
656,1
657,1
658,1
659,1
660,2
662,1
663,3
664,1
665,1
666,2
2159,1
669,1
670,2
671,1
673,2
674,1
677,3
678,2
679,2
680,2
682,2
683,1
684,2
685,4
686,1
687,2
688,1
690,1
693,2
694,1
696,2
697,1
698,1
700,3
702,3
703,1
704,1
705,1
707,1
708,1
709,1
712,1
713,1
714,3
715,3
716,1
717,1
718,1
719,1
721,1
722,2
725,1
726,1
728,1
731,1
732,1
735,2
736,2
737,1
740,1
742,2
743,3
744,2
745,1
746,1
747,2
749,1
4221,1
752,1
753,1
754,6
756,1
757,3
2806,1
760,1
762,1
764,3
765,1
766,2
767,1
769,1
771,2
772,3
774,1
775,2
776,1
777,2
778,1
782,1
783,1
784,1
785,4
786,2
787,1
788,2
2072,1
791,1
792,1
793,1
794,1
795,1
798,1
799,3
800,1
802,2
804,1
807,2
809,3
2183,1
813,2
814,1
815,1
2865,1
819,2
820,2
824,1
826,1
827,1
828,1
830,1
833,1
834,1
835,1
837,2
838,1
840,1
841,3
846,1
847,4
849,1
850,1
852,1
854,1
855,4
858,3
861,1
862,1
869,1
870,1
871,2
872,1
873,1
2143,1
875,1
878,1
879,1
883,1
885,1
886,1
887,2
890,1
891,2
892,2
895,1
896,1
897,1
901,1
2958,1
911,1
912,1
914,1
915,1
2611,1
922,1
924,1
925,2
927,1
928,2
933,1
937,3
938,3
2989,1
942,1
2888,1
946,2
947,2
2206,2
950,1
953,1
955,2
956,1
957,1
959,1
3011,1
965,1
967,1
968,1
970,2
2551,1
972,2
973,1
974,1
975,1
2197,1
978,1
979,2
986,1
995,1
998,1
1001,1
1003,1
2898,1
1008,1
1009,1
1010,1
1015,1
1021,1
1023,1
1029,1
1030,1
1031,3
1033,1
1036,1
1037,1
1038,1
1043,1
1044,1
3097,1
1051,2
1054,1
2831,1
1058,1
1059,1
1064,2
1065,1
1067,1
1068,1
1069,1
1070,1
1071,1
3125,1
1079,1
1084,1
1086,1
1087,1
1089,1
2571,1
1092,1
4469,1
3596,1
1101,1
1103,2
1107,2
1108,1
1110,1
3160,1
1113,1
1114,1
1118,1
1120,1
1121,1
2285,1
1123,1
1125,1
2577,1
1128,1
1130,1
1135,2
1136,1
1138,1
1143,1
1145,1
1149,1
1157,1
1158,1
3213,1
1166,1
1170,1
1177,2
1178,1
2927,1
1185,1
2130,1
3238,1
1191,2
3240,1
1197,1
1198,2
1200,1
1203,1
1208,1
1209,1
1212,1
3261,1
3262,1
1216,1
1218,1
1231,1
3977,1
2255,1
1246,1
1249,1
1250,1
1259,1
1260,1
1262,1
1263,1
1264,1
1265,1
2259,1
1274,1
1277,1
1285,2
1288,1
1289,1
1290,1
4311,1
1296,1
1297,2
1301,1
1302,2
1304,1
1307,1
1311,1
1314,1
1318,1
1323,1
2269,1
1331,1
1335,1
2832,1
3297,1
1353,1
1354,1
3403,1
3298,1
1359,2
1365,1
1374,1
1376,1
1383,1
1385,2
1391,1
1394,1
1401,2
1406,1
1412,1
1415,1
