1,645
2,2869
3,702
4,324
5,194
6,140
7,131
8,122
9,93
10,87
11,82
12,71
13,89
14,69
15,76
16,63
17,59
18,72
19,60
20,50
21,66
22,61
23,61
24,47
25,41
26,47
27,43
28,46
29,56
30,50
31,43
32,44
33,45
34,44
35,43
36,58
37,50
38,35
39,39
40,39
41,36
42,43
43,53
44,41
45,39
46,30
47,39
48,41
49,41
50,38
51,25
52,32
53,28
54,28
55,27
56,32
57,38
58,29
59,27
60,19
61,24
62,32
63,22
64,41
65,29
66,26
67,36
68,29
69,23
70,30
71,42
72,20
73,18
74,27
75,21
76,18
77,28
78,31
79,18
80,24
81,20
82,20
83,17
84,24
85,23
86,17
87,22
88,11
89,20
90,28
91,21
92,37
93,17
94,19
95,11
96,16
97,14
98,22
99,21
100,24
101,17
102,12
103,16
104,15
105,26
106,24
107,16
108,11
109,20
110,19
111,14
112,18
113,19
114,15
115,21
116,19
117,19
118,22
119,16
120,25
121,22
122,11
123,16
124,19
125,11
126,20
127,15
128,17
129,12
130,19
131,17
132,16
133,15
134,20
135,12
136,16
137,8
138,16
139,7
140,22
141,19
142,18
143,19
144,13
145,18
146,5
147,16
148,23
149,15
150,10
151,14
152,14
153,11
154,14
155,18
156,21
157,16
158,12
159,19
160,22
161,10
162,16
163,16
164,8
165,5
166,13
167,10
168,17
169,17
170,8
171,16
172,12
173,18
174,11
175,15
176,22
177,8
178,11
179,13
180,9
181,13
182,17
183,19
184,10
185,11
186,7
187,6
188,14
189,10
190,18
191,19
192,18
193,16
194,9
195,12
196,15
197,12
198,23
199,13
200,14
201,11
202,12
203,8
204,12
205,16
206,19
207,11
208,14
209,12
210,13
211,15
212,19
213,11
214,11
215,13
216,9
217,8
218,15
219,12
220,12
221,11
222,7
223,15
224,7
225,11
226,9
227,10
228,15
229,10
230,15
231,10
232,4
233,7
234,19
235,10
236,10
237,9
238,6
239,11
240,15
241,8
242,18
243,12
244,7
245,14
246,9
247,14
248,8
249,9
250,10
251,7
252,9
253,16
254,12
255,16
256,12
257,6
258,13
259,10
260,12
261,6
262,13
263,8
264,9
265,8
266,11
267,12
268,8
269,11
270,7
271,10
272,5
273,7
274,9
275,8
276,11
277,4
278,10
279,9
280,8
281,17
282,3
283,9
284,13
285,11
286,8
287,6
288,10
289,13
290,17
291,6
292,7
293,5
294,7
295,13
296,12
297,6
298,5
299,14
300,16
301,7
302,8
303,14
304,7
305,9
306,12
307,12
308,5
309,9
310,8
311,6
312,6
313,9
314,10
315,10
316,9
317,12
318,10
319,5
320,10
321,9
322,9
323,4
324,11
325,4
326,12
327,6
328,5
329,7
330,6
331,4
332,7
333,2
334,3
335,3
336,5
337,11
338,5
339,4
340,6
341,11
342,9
343,4
344,10
345,6
346,3
347,10
348,5
349,6
350,6
351,11
352,12
353,8
354,4
355,9
356,13
357,5
358,14
359,8
360,9
361,8
362,7
363,4
364,6
365,9
366,9
367,4
368,3
369,6
370,8
371,5
372,9
373,4
374,2
375,4
376,6
377,6
378,10
379,6
380,10
381,10
382,3
383,5
384,8
385,5
386,9
387,9
388,6
389,9
390,4
391,13
392,9
393,10
394,12
395,10
396,8
397,5
398,4
399,8
400,8
401,5
402,6
403,15
404,3
405,6
406,11
407,6
408,9
409,7
410,4
411,8
412,7
413,7
414,8
415,10
416,5
417,7
418,10
419,3
420,5
421,10
422,5
423,4
424,4
425,8
426,7
427,7
428,8
429,9
430,7
431,5
432,9
433,3
434,8
435,7
436,4
437,2
438,6
439,10
440,8
441,11
442,6
443,4
444,4
445,5
446,6
447,7
448,6
449,5
450,9
451,6
452,4
453,6
454,11
455,4
456,8
457,2
458,4
459,4
460,3
461,4
462,7
463,7
464,7
465,10
466,7
467,1
468,6
469,6
470,7
471,4
472,8
473,6
474,4
475,9
476,8
477,7
478,2
479,4
480,4
481,5
483,10
484,4
485,4
486,10
487,6
488,6
489,2
490,8
491,9
492,4
493,3
494,3
495,3
496,5
497,3
498,5
499,7
500,6
501,8
502,9
503,6
504,7
505,6
506,1
507,6
508,4
509,7
510,3
511,3
512,3
513,6
514,3
515,5
516,2
517,4
518,7
519,4
520,5
521,2
522,3
523,10
524,9
525,6
526,12
527,4
528,5
529,2
530,9
531,9
532,3
533,4
534,10
535,6
536,5
537,6
538,3
539,4
540,8
541,7
542,3
543,4
544,8
545,2
546,6
547,3
548,4
549,3
550,4
551,2
552,5
553,6
554,3
555,2
556,6
557,1
558,2
559,6
560,3
561,6
562,4
563,9
564,3
565,7
566,2
567,5
568,4
569,2
570,5
571,4
572,10
573,5
574,2
575,4
576,2
577,7
578,8
579,5
580,8
581,3
582,3
583,5
584,10
585,3
586,3
587,10
588,4
589,10
590,8
591,9
592,7
593,2
594,1
595,3
596,4
597,6
598,4
599,4
600,4
601,7
602,5
603,7
604,12
605,6
606,2
607,6
608,5
609,7
610,4
612,4
614,7
615,3
616,6
617,4
618,4
619,3
620,2
621,5
622,5
623,4
624,4
625,5
626,2
627,4
628,3
629,7
630,6
631,3
632,2
633,4
634,3
635,3
636,5
637,6
638,8
639,7
640,5
641,3
642,3
643,3
644,4
645,3
646,1
647,7
648,3
649,6
650,6
651,2
652,6
653,3
654,2
655,1
656,3
657,2
658,4
659,6
660,5
661,7
662,3
663,8
664,4
665,2
666,6
667,4
668,7
669,5
670,3
671,2
672,3
673,3
674,2
675,3
676,3
677,4
678,1
679,3
680,5
681,4
682,6
683,1
684,2
685,1
686,5
687,6
688,3
689,3
690,5
691,2
692,6
693,6
694,7
695,3
696,4
697,5
698,5
699,4
700,2
701,9
702,2
703,2
704,3
705,4
706,3
707,4
708,9
709,4
710,2
711,3
712,1
713,4
714,5
715,6
716,1
717,5
718,3
719,4
720,3
721,4
722,6
723,4
724,2
725,4
726,2
727,5
728,3
729,2
730,5
731,6
732,5
733,1
734,3
735,3
736,6
737,4
738,3
739,7
740,5
741,4
742,6
743,3
744,2
745,6
746,3
747,3
748,6
749,6
750,5
751,2
752,1
754,6
755,1
756,8
757,7
758,2
759,6
760,7
761,4
762,5
763,3
764,4
765,4
766,6
767,1
768,7
769,6
770,5
771,5
772,3
773,1
774,2
775,1
776,4
777,2
778,4
779,7
780,2
781,4
782,3
783,6
784,3
785,1
787,3
788,2
789,5
790,5
791,3
792,6
793,7
794,4
795,5
796,6
797,4
798,2
799,4
800,5
801,2
802,6
803,4
804,6
805,1
806,5
808,3
809,4
810,4
811,3
812,2
813,5
814,4
815,3
816,1
817,2
818,2
819,1
820,8
821,2
822,5
823,3
824,1
825,3
826,3
827,3
828,6
829,5
830,2
831,3
832,4
833,5
834,4
835,1
836,3
837,5
838,3
839,2
840,9
841,5
842,7
843,1
844,2
845,4
846,3
847,3
848,2
849,2
850,5
851,4
852,2
853,4
854,3
855,4
856,2
857,1
858,2
859,5
860,3
861,3
862,3
863,2
864,2
865,5
867,4
868,4
869,2
870,2
871,3
872,3
873,4
874,1
876,5
877,2
878,4
879,2
880,1
882,6
883,2
884,5
885,1
887,2
888,4
889,2
890,3
891,3
892,5
893,2
894,3
895,2
896,5
897,5
899,1
900,2
901,2
902,1
903,2
904,3
905,1
906,4
909,3
910,6
911,2
912,2
913,2
914,3
915,1
916,4
917,2
918,2
919,1
920,4
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,3
929,1
930,3
931,6
932,1
933,5
934,6
935,3
936,2
937,1
938,4
939,3
940,2
941,8
943,2
944,1
945,2
946,2
947,4
948,2
949,4
950,2
951,1
952,5
953,3
954,6
955,1
956,3
957,3
959,1
960,1
961,2
962,2
963,1
964,3
965,2
966,3
967,4
968,2
969,3
971,2
972,3
973,1
974,2
975,5
976,1
977,1
978,1
979,1
980,4
981,3
982,3
983,6
984,2
985,1
986,2
987,5
988,3
989,3
990,1
991,1
992,4
993,3
994,2
995,4
996,2
997,2
998,1
1000,5
1001,5
1002,1
1004,4
1005,5
1006,5
1007,7
1008,2
1009,1
1010,1
1011,5
1012,3
1014,3
1015,3
1016,1
1017,3
1018,5
1019,3
1020,4
1021,2
1022,4
1023,4
1025,5
1026,3
1027,2
1028,2
1029,3
1030,6
1031,5
1032,4
1033,5
1034,2
1036,2
1037,1
1039,1
1040,2
1041,2
1042,6
1043,1
1044,5
1045,1
1046,1
1047,3
1049,3
1050,4
1051,3
1052,2
1053,4
1055,1
1056,2
1057,1
1058,3
1059,3
1060,2
1061,3
1062,2
1063,3
1064,3
1065,2
1066,6
1067,1
1068,4
1069,1
1070,1
1071,2
1072,1
1073,4
1074,1
1075,1
1076,3
1077,1
1078,2
1079,2
1080,2
1082,2
1083,4
1084,3
1085,3
1086,3
1087,2
1088,2
1089,2
1090,2
1091,3
1092,1
1093,4
1094,2
1095,1
1097,1
1099,1
1100,3
1102,3
1103,3
1104,4
1105,1
1106,4
1107,2
1108,3
1109,2
1110,2
1111,1
1112,2
1113,3
1114,1
1115,3
1116,1
1117,1
1118,1
1119,3
1120,1
1121,3
1122,2
1123,2
1124,1
1125,1
1126,2
1127,1
1128,1
